RiskPerformance;ExternalRiskEstimate;NetFractionRevolvingBurden;AverageMInFile;MSinceOldestTradeOpen;PercentTradesWBalance;PercentInstallTrades;NumSatisfactoryTrades;NumTotalTrades;PercentTradesNeverDelq;MSinceMostRecentInqexcl7days
;77;75;96;148;100;50;13;14;100;0
;71;31;91;291;83;47;16;17;88;10
;64;92;84;243;89;41;30;32;94;11
;83;33;190;440;50;20;10;10;100;23
;88;2;133;513;25;16;25;25;100;14
;83;5;75;187;55;45;30;32;100;2
;51;21;137;402;53;42;42;50;74;2
;84;6;92;174;86;53;17;18;100;0
;80;51;187;335;20;11;9;11;100;0
;76;93;94;179;100;64;19;22;95;11
;81;11;68;151;31;17;51;53;100;3
;75;10;69;199;47;14;39;43;98;0
;93;0;97;244;75;33;9;10;100;3
;86;11;71;152;50;33;33;33;100;2
;67;83;115;291;83;32;24;31;97;0
;68;31;54;189;77;20;19;20;100;1
;77;0;41;59;67;50;6;6;100;4
;82;0;142;379;50;37;37;41;98;1
;87;4;110;393;33;42;20;31;100;10
;90;4;92;280;38;35;18;23;100;1
;84;5;90;419;38;22;47;51;98;5
;64;36;95;222;70;47;16;17;82;0
;64;34;56;147;63;36;19;23;91;1
;71;18;89;281;48;5;38;39;97;0
;61;51;95;290;45;10;39;39;100;2
;67;16;57;125;55;19;19;22;81;23
;63;23;70;135;80;55;7;11;55;8
;73;31;51;136;50;38;15;16;100;1
;70;5;65;163;47;36;37;39;97;1
;78;40;86;185;75;29;16;18;100;2
;77;0;94;198;67;41;18;22;95;8
;69;90;107;464;87;48;32;33;100;3
;83;0;89;176;30;23;25;30;93;3
;82;23;58;178;67;24;16;17;100;2
;51;94;71;204;86;47;30;35;94;0
;74;41;80;327;71;21;39;42;100;1
;75;39;130;300;64;25;27;28;93;0
;88;0;87;327;8;25;36;40;100;0
;86;4;53;186;43;29;17;17;100;0
;82;25;84;222;67;47;15;17;94;3
;72;25;64;197;65;33;24;24;100;4
;71;1;64;163;31;24;42;42;95;4
;69;45;53;110;84;31;24;26;96;7
;81;17;74;198;63;64;32;33;100;15
;79;10;108;197;80;72;43;45;100;0
;76;3;102;254;59;35;36;40;90;0
;63;55;71;190;80;28;39;39;97;2
;63;36;73;165;85;56;23;25;88;3
;69;8;95;226;42;26;41;46;93;0
;85;7;89;257;50;24;33;33;100;2
;66;14;125;214;67;23;10;13;54;4
;57;54;98;161;67;58;42;45;96;1
;64;21;38;91;42;28;40;40;100;0
;73;5;87;452;52;30;45;47;96;4
;83;26;78;174;75;29;17;17;100;4
;86;7;75;137;50;36;24;25;100;0
;81;0;96;189;33;8;21;24;96;21
;85;0;99;306;20;25;24;24;100;7
;88;0;65;190;46;14;20;21;100;5
;84;12;65;178;44;47;30;36;100;6
;72;14;11;11;100;0;1;1;100;0
;88;6;127;280;38;34;37;39;100;3
;88;6;60;190;33;41;16;17;100;6
;80;21;88;245;100;27;44;45;98;5
;65;64;28;53;58;21;13;14;100;0
;74;5;14;35;67;50;5;6;100;1
;74;0;60;142;40;28;44;47;98;5
;89;14;88;190;50;19;21;21;100;0
;86;5;79;167;67;37;25;27;100;14
;65;48;96;252;40;28;34;36;89;1
;84;1;49;146;50;21;14;14;100;4
;63;36;76;250;75;17;12;14;75;0
;87;4;83;152;67;62;21;21;100;16
;83;6;100;348;52;35;61;67;98;1
;86;28;98;159;75;36;28;28;100;0
;78;36;107;251;75;33;25;27;100;7
;84;0;74;196;50;53;17;17;94;1
;73;19;62;158;80;37;17;19;89;20
;72;22;102;428;33;19;26;26;96;17
;83;31;115;262;56;45;19;20;100;2
;61;73;66;250;90;39;47;49;100;0
;82;28;100;374;50;22;26;27;100;3
;63;18;68;163;64;27;35;37;86;2
;63;67;64;240;70;10;20;21;86;4
;64;55;9;15;57;29;7;7;100;0
;80;0;103;446;50;46;27;28;100;1
;57;60;124;360;86;25;40;44;93;7
;88;1;106;363;62;36;22;23;100;5
;65;81;93;176;88;36;40;45;100;2
;63;59;78;142;83;47;16;17;76;15
;55;33;46;139;67;31;23;26;77;7
;84;0;73;215;17;41;25;27;93;20
;68;6;54;98;67;13;14;15;100;0
;91;0;88;291;23;35;26;26;100;7
;57;64;66;134;71;25;36;36;97;0
;61;98;53;127;75;69;16;16;94;0
;75;16;98;336;83;39;22;23;91;0
;72;24;128;280;57;56;17;18;94;0
;68;66;37;166;67;25;16;16;100;0
;63;16;56;102;83;38;5;13;38;0
;70;29;79;151;81;21;38;39;95;0
;76;2;170;314;43;11;7;9;67;0
;71;41;31;65;50;20;20;20;100;0
;70;15;45;118;29;35;17;17;88;0
;79;21;71;104;100;0;2;3;100;0
;79;12;63;130;60;42;12;12;92;0
;65;30;147;399;60;7;11;15;80;0
;73;25;80;126;43;24;23;25;88;0
;68;61;109;217;50;17;24;24;88;0
;86;0;56;101;83;42;12;12;100;0
;73;30;73;161;35;20;43;44;84;0
;50;89;19;54;75;29;16;17;94;0
;89;0;75;181;40;25;8;8;100;0
;71;77;142;235;64;0;19;19;100;8
;75;20;74;159;79;59;46;51;98;9
;71;83;116;227;60;28;15;18;78;0
;55;46;83;234;72;22;20;24;70;4
;81;0;35;108;14;30;7;10;90;2
;55;79;73;162;91;55;26;33;91;16
;57;98;83;188;86;29;13;14;79;16
;73;20;132;266;45;26;21;25;96;0
;64;107;62;180;75;29;21;21;95;0
;66;13;45;128;100;33;7;9;89;0
;70;38;48;83;67;13;7;8;88;2
;63;94;58;134;80;33;6;6;100;6
;83;16;92;165;69;68;33;50;100;0
;76;21;110;292;59;18;38;44;98;6
;58;61;142;254;88;67;31;33;82;0
;77;10;67;158;50;12;16;17;94;0
;69;14;93;220;69;30;30;30;97;1
;70;6;77;308;48;29;41;42;95;0
;67;51;63;106;87;63;24;24;100;7
;84;32;84;285;25;14;14;14;100;20
;62;93;79;220;83;21;12;15;93;3
;84;0;81;128;33;7;13;14;100;0
;77;42;36;145;60;25;7;8;100;3
;85;5;96;182;75;42;19;24;96;9
;88;9;90;192;44;33;17;18;100;1
;78;46;72;310;67;27;40;41;100;10
;71;24;131;225;90;19;16;16;75;1
;67;48;84;284;70;27;44;45;100;2
;69;61;88;198;62;37;29;32;97;1
;70;68;103;182;83;79;24;48;92;0
;80;14;96;222;46;41;28;29;93;0
;70;67;93;240;69;15;20;20;100;0
;87;9;96;178;21;24;33;33;100;0
;86;9;82;238;44;21;13;14;93;0
;67;35;38;132;75;36;11;12;100;0
;79;48;50;196;60;46;13;13;100;0
;69;46;107;323;60;22;44;46;96;0
;61;56;29;49;100;75;4;4;75;0
;66;35;79;147;57;63;19;20;84;0
;71;19;130;404;44;15;26;27;81;0
;82;2;106;336;31;22;23;23;100;0
;91;20;143;387;80;0;8;8;100;0
;80;49;94;208;100;37;17;19;100;0
;66;0;82;233;60;22;8;9;78;0
;76;42;50;98;63;27;15;15;100;0
;64;60;5;11;100;67;2;3;100;0
;64;51;86;220;39;9;42;45;98;0
;56;118;39;82;100;71;6;8;86;0
;85;14;120;245;30;24;20;21;100;0
;84;8;75;162;75;31;16;16;100;0
;76;0;132;194;45;31;15;16;94;0
;57;93;29;41;83;43;7;7;57;0
;63;91;85;363;83;67;15;15;93;0
;64;83;49;98;63;30;10;10;90;0
;75;19;93;162;78;26;18;19;95;0
;64;88;78;244;86;25;43;44;100;0
;75;5;60;85;80;44;7;9;78;0
;65;46;40;102;82;20;20;20;100;0
;78;8;70;199;25;24;29;34;97;0
;80;9;78;156;29;11;19;19;95;0
;79;30;106;457;100;7;14;14;100;0
;63;91;76;140;60;23;22;22;95;0
;66;15;117;223;22;23;9;13;62;0
;84;16;72;233;67;35;23;23;100;0
;61;88;56;198;87;5;20;21;100;0
;81;34;92;198;60;30;20;20;100;0
;72;39;66;132;83;27;21;22;95;0
;76;38;119;279;55;18;43;50;100;0
;64;92;83;165;100;44;9;10;100;0
;86;17;112;296;33;41;20;22;100;0
;65;51;59;141;64;50;44;44;95;0
;72;37;104;400;63;18;38;39;100;0
;68;78;91;348;76;32;34;34;100;0
;80;13;72;192;63;39;22;23;100;0
;72;45;48;177;60;47;31;34;100;0
;60;49;19;34;75;45;11;11;100;0
;84;1;93;268;71;33;15;15;100;0
;72;3;106;160;11;0;9;11;100;0
;73;59;61;139;78;14;14;14;100;0
;80;36;94;201;43;24;17;17;100;0
;65;8;74;305;60;48;18;25;60;0
;66;7;52;150;40;15;22;26;92;0
;76;22;80;241;37;20;48;49;100;0
;70;31;71;284;94;32;18;19;100;0
;69;85;57;114;100;55;28;29;90;0
;78;12;71;143;23;16;60;61;100;0
;57;36;48;89;73;32;25;28;89;0
;64;35;84;228;68;38;60;60;95;0
;72;4;16;21;100;67;3;3;100;0
;67;45;80;279;70;37;51;52;94;0
;60;58;19;28;100;20;9;10;100;0
;89;3;95;218;57;38;25;26;100;0
;83;4;57;154;45;43;13;14;93;0
;81;12;31;126;30;4;25;28;100;0
;88;9;133;286;100;60;4;5;100;0
;82;0;85;103;0;0;1;3;50;0
;77;33;77;141;55;42;29;31;100;0
;72;11;128;195;83;50;16;18;78;0
;54;44;107;298;83;15;5;13;38;0
;66;48;72;122;50;24;17;17;94;0
;84;3;119;273;30;16;19;19;95;0
;55;67;81;189;64;44;35;42;78;0
;66;18;108;259;67;10;10;14;100;0
;67;89;32;62;100;40;10;10;100;0
;88;2;133;371;25;10;10;10;100;0
;82;8;67;160;50;27;26;30;97;0
;85;4;84;152;15;12;17;17;88;0
;61;24;39;79;85;47;29;32;84;0
;82;7;75;193;33;38;36;37;100;0
;84;44;91;247;33;27;26;26;100;0
;86;9;95;332;33;21;19;19;100;0
;57;0;155;264;50;40;3;5;40;0
;74;72;94;217;75;57;28;30;100;0
;67;67;71;163;67;36;14;14;100;0
;64;24;109;185;57;33;15;18;78;0
;75;33;89;264;67;36;54;55;98;0
;56;0;70;113;50;58;7;13;50;0
;57;98;37;68;80;50;15;16;81;0
;70;51;80;211;63;10;10;10;90;0
;65;45;113;377;71;44;34;34;97;0
;56;97;26;30;100;50;3;4;75;0
;75;62;46;207;67;24;17;17;100;0
;81;13;81;232;50;10;20;21;100;0
;72;89;105;354;92;29;22;24;100;0
;73;51;144;361;56;39;18;18;89;0
;66;46;131;245;100;36;12;14;79;0
;70;39;45;112;73;38;15;16;94;0
;70;71;66;217;82;52;31;33;97;0
;67;83;99;434;57;5;20;20;100;0
;56;64;65;137;69;27;38;41;80;0
;68;31;80;329;57;33;32;34;91;0
;66;71;102;169;71;24;16;17;76;0
;66;86;78;152;86;36;11;12;100;0
;72;16;96;298;50;25;28;28;93;0
;77;44;97;242;50;4;23;23;100;0
;72;12;52;110;42;22;33;37;97;0
;71;44;63;188;50;23;46;47;98;0
;66;67;102;322;71;43;28;28;100;0
;69;63;73;146;83;29;31;31;100;0
;63;87;46;119;92;39;24;28;93;0
;77;7;67;152;71;23;12;15;92;0
;69;18;33;55;83;55;11;11;91;0
;72;34;48;256;50;32;21;22;95;0
;57;38;68;154;42;14;24;28;71;0
;78;45;116;263;40;19;14;16;100;0
;56;12;69;302;71;24;62;63;97;0
;67;68;123;188;83;9;21;22;77;0
;72;20;25;56;64;14;14;14;100;0
;76;12;91;172;25;23;21;22;91;0
;68;60;58;105;100;86;13;14;57;0
;91;4;153;446;20;33;12;12;100;0
;79;29;97;350;27;39;28;28;100;0
;75;6;97;303;57;49;35;37;97;0
;66;94;26;46;83;70;10;10;100;0
;63;63;38;110;100;60;4;5;80;0
;68;85;24;39;75;29;7;7;100;0
;75;20;70;187;47;28;32;32;100;0
;82;0;67;306;46;32;18;19;100;0
;73;65;102;179;40;15;34;34;100;0
;59;64;54;172;55;47;16;17;82;0
;60;72;109;423;79;38;32;34;94;0
;82;21;74;193;63;38;13;13;100;0
;59;66;73;183;57;32;28;31;90;0
;83;26;95;227;50;37;18;19;100;0
;64;48;118;204;88;56;17;18;78;0
;66;66;91;228;67;30;18;20;80;0
;81;0;78;370;40;42;25;26;96;0
;65;65;30;60;71;71;14;14;93;0
;58;69;103;162;88;49;35;41;66;0
;54;64;101;184;93;51;42;43;88;0
;66;66;87;173;33;14;21;22;95;0
;78;0;100;193;42;19;24;26;81;0
;87;0;83;270;10;25;28;28;100;0
;89;8;94;243;25;27;15;15;100;0
;81;23;84;297;28;9;23;23;100;0
;74;52;120;235;74;32;34;34;100;0
;66;78;46;105;73;20;20;20;100;0
;66;81;117;340;75;11;36;36;100;0
;85;0;157;358;0;0;4;5;80;0
;70;99;56;117;100;27;11;11;100;0
;81;4;80;253;50;34;28;29;100;0
;73;17;40;60;33;10;18;20;100;0
;85;0;77;231;38;20;14;15;93;0
;58;31;106;223;67;37;24;27;89;0
;82;16;40;86;50;30;9;10;100;0
;76;6;58;109;33;15;45;46;96;0
;63;11;67;105;86;48;22;25;76;0
;70;49;90;312;43;13;31;31;100;0
;82;5;61;144;46;24;24;25;96;0
;72;52;55;113;73;48;25;25;96;0
;73;39;50;112;64;29;22;25;100;0
;79;81;150;281;50;33;6;6;100;0
;91;1;163;277;50;25;12;12;100;0
;75;25;73;199;50;16;37;39;97;0
;81;6;41;101;83;42;12;12;100;0
;66;81;73;141;90;54;25;26;92;0
;59;52;20;49;79;24;16;17;100;0
;60;54;76;137;55;20;28;30;90;0
;89;17;116;243;100;17;6;6;100;0
;73;28;87;385;36;15;20;20;95;0
;81;16;87;203;33;5;18;19;100;0
;65;50;40;100;71;47;15;15;93;0
;84;1;68;150;17;24;23;25;100;0
;79;0;70;131;38;29;17;17;94;0
;72;6;147;410;50;38;7;10;100;0
;64;36;123;258;50;9;10;11;64;0
;58;25;54;211;47;23;39;39;95;0
;68;53;96;377;79;22;35;37;97;0
;65;51;46;99;64;33;24;24;100;0
;85;26;95;176;100;21;12;14;100;0
;78;12;81;179;44;15;24;26;100;0
;93;1;138;310;13;20;10;10;100;0
;69;80;63;172;50;40;13;15;87;0
;74;58;72;132;80;19;15;16;100;0
;91;10;133;286;40;20;10;10;100;0
;65;0;16;31;40;33;5;6;83;0
;66;41;62;136;56;23;55;57;98;0
;67;99;61;100;89;43;19;21;100;0
;86;7;95;317;80;0;12;13;92;0
;78;23;32;56;86;22;8;9;100;0
;82;8;106;368;36;22;23;23;100;0
;55;94;48;77;100;67;5;8;100;0
;69;35;81;271;46;26;36;39;97;0
;86;5;81;438;57;42;12;12;92;0
;66;93;25;77;100;13;8;8;100;0
;59;0;50;75;0;50;2;5;50;0
;84;0;140;290;44;21;16;19;100;0
;79;1;15;41;38;25;6;8;100;0
;84;0;93;186;50;32;22;25;100;0
;67;63;36;89;73;26;16;19;100;0
;75;46;69;198;67;13;30;30;100;0
;68;16;59;116;75;52;31;33;97;0
;79;43;77;209;55;29;28;28;100;0
;65;38;18;29;89;40;10;10;100;0
;89;0;117;323;0;11;9;9;100;0
;74;46;50;145;86;33;15;15;100;0
;65;88;89;216;90;43;50;51;96;0
;66;59;51;134;58;29;21;21;100;0
;63;76;25;50;83;60;10;10;100;0
;68;49;75;164;50;22;9;11;89;0
;65;64;82;207;59;25;36;36;100;0
;71;13;69;133;80;72;16;19;94;0
;82;5;31;78;60;40;9;10;100;0
;79;1;50;147;18;15;34;34;100;0
;67;77;171;344;71;31;24;26;96;0
;73;16;39;78;77;23;29;30;100;0
;59;3;135;278;52;15;32;34;71;0
;76;43;122;261;70;44;18;18;100;0
;70;57;34;182;100;13;7;8;100;0
;91;3;140;397;22;19;21;21;100;0
;69;16;127;324;73;41;22;22;95;0
;63;17;50;129;75;33;6;12;75;0
;61;21;95;187;86;18;18;22;82;0
;89;0;83;176;50;58;12;12;100;0
;61;0;114;183;33;18;15;17;76;0
;65;85;75;125;75;53;14;19;79;0
;63;58;91;197;56;30;39;40;98;0
;72;24;87;212;100;41;20;22;95;0
;72;16;38;148;100;33;15;15;100;0
;72;56;80;275;75;60;4;5;80;0
;65;0;101;267;67;57;5;8;100;0
;55;51;89;270;86;14;20;21;76;0
;57;75;55;108;80;27;36;45;93;0
;66;21;73;162;50;39;17;28;61;0
;73;14;71;110;43;43;8;14;50;0
;73;23;111;345;69;41;20;22;86;0
;62;61;26;76;100;67;14;18;83;0
;72;24;84;295;57;53;18;19;95;0
;63;56;66;206;75;45;19;22;82;0
;63;36;82;201;40;26;37;38;84;0
;76;17;101;243;54;4;24;25;96;0
;65;29;79;277;56;21;27;30;93;0
;55;5;75;208;41;20;49;50;94;0
;83;0;65;282;57;55;22;22;95;0
;73;15;120;322;60;11;17;18;89;0
;84;1;73;137;17;25;49;51;100;0
;77;39;71;154;62;29;27;28;100;0
;64;68;14;31;100;17;6;6;100;0
;86;4;76;203;58;24;17;17;100;0
;63;60;84;378;77;54;36;37;89;0
;89;0;80;135;22;17;30;30;100;0
;68;73;73;178;86;52;27;30;90;0
;65;65;35;56;62;13;37;39;100;0
;63;3;27;85;100;83;4;7;83;0
;63;52;138;363;73;25;21;24;88;0
;76;1;135;308;33;31;10;13;92;0
;79;31;92;238;61;22;23;23;96;0
;71;53;34;151;67;25;10;12;100;0
;76;23;73;158;64;19;25;27;100;0
;84;3;152;332;39;29;33;35;100;0
;88;0;85;135;0;50;4;4;100;0
;75;19;82;160;41;17;46;48;100;0
;81;24;80;311;67;9;22;23;100;0
;72;71;45;103;80;52;20;21;100;0
;73;27;30;111;80;50;18;20;100;0
;76;9;66;163;58;21;47;47;100;0
;64;86;92;480;91;15;31;33;94;0
;77;33;54;127;63;41;27;27;100;0
;67;9;67;256;92;39;23;23;96;0
;64;44;54;144;89;55;19;21;85;0
;82;6;87;127;50;35;33;34;97;0
;87;5;104;324;14;0;16;16;100;0
;76;25;55;166;47;19;35;36;100;0
;77;34;78;240;60;45;20;20;100;0
;64;84;42;62;80;0;10;10;100;0
;66;36;51;99;63;15;27;29;85;0
;69;23;52;115;41;18;18;22;82;0
;55;84;68;176;80;42;17;20;89;0
;62;99;78;193;100;40;15;16;100;0
;85;20;121;377;67;46;45;46;100;0
;65;49;67;360;60;45;10;11;55;0
;76;0;90;145;67;29;5;7;86;0
;86;3;180;363;45;28;26;29;97;0
;68;39;59;115;67;53;15;15;93;0
;54;39;66;151;100;29;28;31;94;0
;86;5;138;380;42;13;23;23;100;0
;74;64;39;119;100;75;4;4;100;0
;55;64;17;39;78;26;21;23;96;0
;55;61;172;584;100;24;17;17;76;0
;59;38;69;170;77;41;40;46;87;0
;87;0;92;254;40;23;26;26;100;0
;70;48;66;221;18;6;46;47;98;0
;60;99;37;65;100;55;10;11;91;0
;81;19;94;279;64;36;44;47;98;0
;61;95;16;34;100;60;5;5;100;0
;64;79;24;49;88;27;11;11;100;0
;73;40;76;259;78;24;27;30;100;0
;84;16;103;245;30;24;17;17;100;0
;73;47;71;105;38;4;24;25;92;0
;79;34;99;252;100;52;22;23;96;0
;81;1;82;151;100;23;21;22;95;0
;76;40;127;258;22;20;10;10;80;0
;59;38;47;101;58;33;32;33;97;0
;81;42;99;312;80;29;13;14;100;0
;86;8;55;143;56;23;12;13;100;0
;66;49;58;99;64;62;25;26;85;0
;75;24;79;163;47;35;44;46;98;0
;65;81;81;180;100;18;7;11;73;0
;65;53;95;220;63;26;35;35;94;0
;63;77;79;204;70;73;21;26;85;0
;62;19;67;185;60;24;38;38;95;0
;67;77;88;223;88;38;26;26;100;0
;64;8;9;25;75;17;5;7;100;0
;82;55;63;123;100;55;17;20;100;0
;59;11;8;21;80;33;4;7;100;0
;56;101;86;180;100;78;15;18;72;0
;66;24;21;38;75;20;9;11;100;0
;67;40;110;245;64;17;20;23;87;0
;74;17;47;199;54;27;31;33;100;0
;84;13;71;186;50;27;15;15;100;0
;70;79;48;88;89;8;12;12;100;0
;65;61;46;145;84;31;36;36;94;0
;57;38;63;121;100;60;7;11;70;0
;69;78;61;208;75;26;48;53;98;0
;61;42;38;270;59;9;17;22;100;0
;90;0;104;205;25;18;11;11;100;0
;70;65;116;331;82;23;20;22;95;0
;81;1;89;243;50;27;41;44;100;0
;69;76;31;60;69;13;16;16;100;0
;58;85;10;25;75;25;3;4;100;0
;59;59;43;75;90;30;22;23;96;0
;58;93;21;53;75;33;12;12;100;0
;75;32;132;288;62;19;36;36;100;0
;71;73;60;279;71;36;27;28;100;0
;57;27;99;191;50;26;20;23;65;0
;81;4;67;170;42;46;34;35;100;0
;74;38;63;167;78;41;17;17;94;0
;84;26;114;213;75;7;27;30;100;0
;86;22;106;194;40;18;17;17;94;0
;84;0;104;270;31;36;33;33;100;0
;69;84;60;167;60;20;9;10;90;0
;81;23;108;397;81;14;21;21;100;0
;64;38;43;182;55;33;18;19;61;0
;57;36;52;104;86;31;26;26;88;0
;83;2;101;350;54;19;32;32;97;0
;69;52;37;57;100;50;14;14;100;0
;61;39;108;380;53;16;47;55;98;0
;62;6;62;96;33;22;8;9;56;0
;63;92;41;71;100;22;18;18;100;0
;65;19;159;521;64;41;36;39;90;0
;77;36;97;260;33;13;29;30;97;0
;67;4;63;96;60;55;20;20;75;0
;86;1;95;216;55;28;26;29;97;0
;60;64;11;15;75;29;7;8;100;0
;79;12;56;97;83;30;19;20;100;0
;64;27;63;170;100;53;16;20;79;0
;55;26;67;137;71;21;13;14;79;0
;70;11;81;156;60;67;20;21;95;0
;83;5;51;147;60;26;22;23;100;0
;59;46;30;52;56;45;10;11;73;0
;79;3;66;175;27;16;42;43;100;0
;76;30;27;42;80;71;7;7;100;0
;63;34;146;294;67;18;11;17;59;0
;62;54;46;84;70;29;23;24;96;0
;56;86;59;148;71;63;13;16;75;0
;76;6;80;222;55;22;34;36;97;0
;67;18;127;192;83;21;15;19;68;0
;72;16;66;157;39;17;48;53;96;0
;56;51;17;36;82;22;18;18;100;0
;77;35;74;187;38;14;37;37;100;0
;64;4;14;25;80;50;5;6;83;0
;58;84;87;139;100;50;14;16;75;0
;59;62;40;179;75;11;28;28;100;0
;65;43;41;133;67;53;17;17;94;0
;80;4;76;250;75;33;10;12;92;0
;67;35;71;135;46;9;29;33;94;0
;72;74;69;257;88;45;20;20;100;0
;86;11;109;263;50;27;11;11;100;0
;64;77;72;175;71;13;23;24;100;0
;80;5;106;277;45;24;16;17;88;0
;70;22;43;72;50;27;21;22;91;0
;82;3;106;180;38;13;16;16;94;0
;61;43;92;350;53;25;33;36;86;0
;59;74;74;282;82;32;24;25;92;0
;59;14;31;45;88;20;10;15;73;0
;89;1;92;167;60;38;16;16;100;0
;70;59;86;166;73;40;19;20;95;0
;75;101;105;113;100;0;2;2;100;0
;63;43;51;129;75;46;13;13;85;0
;60;30;34;101;82;67;20;21;81;0
;66;65;90;346;79;26;30;31;94;0
;59;55;70;220;70;47;29;30;97;0
;72;13;76;285;25;13;52;53;96;0
;82;4;71;172;70;54;23;24;100;0
;77;55;110;516;86;30;10;10;90;0
;75;26;40;90;75;15;20;20;95;0
;84;12;118;447;75;40;20;20;95;0
;82;0;139;357;57;37;27;30;97;0
;82;2;95;241;43;6;33;33;100;0
;56;94;100;324;85;14;39;42;95;0
;75;21;59;209;89;29;27;28;100;0
;77;11;78;264;47;6;35;35;100;0
;88;0;118;270;57;52;25;29;100;0
;62;4;104;323;36;18;14;24;100;0
;68;62;101;179;73;29;24;24;92;0
;57;9;46;60;100;50;4;9;75;0
;66;31;20;58;56;20;10;10;90;0
;77;18;63;275;56;22;15;18;89;0
;87;2;70;155;20;19;35;36;100;0
;68;2;131;298;70;59;74;78;95;0
;88;1;117;414;60;18;28;28;100;0
;76;5;44;177;37;15;24;26;96;0
;73;56;59;181;79;41;22;22;100;0
;67;61;79;176;90;21;22;24;83;0
;87;1;125;359;50;33;18;18;100;0
;80;3;90;381;50;33;23;24;92;0
;59;2;80;132;67;41;11;17;47;0
;75;36;16;28;100;25;3;4;100;0
;66;12;73;197;57;24;28;29;90;0
;62;22;68;153;50;25;27;28;86;0
;71;37;127;483;43;4;24;25;96;0
;56;22;40;78;50;19;14;18;81;0
;65;54;67;139;77;21;27;28;93;0
;63;68;30;44;100;80;5;5;80;0
;61;69;36;150;100;33;5;6;83;0
;58;70;34;92;83;58;11;12;92;0
;69;39;45;77;75;38;28;29;100;0
;73;0;100;273;50;46;23;25;88;0
;75;32;47;172;83;18;10;11;100;0
;78;13;72;167;75;41;46;49;98;0
;76;37;85;222;53;28;47;47;100;0
;57;84;53;126;73;28;40;44;95;0
;58;68;49;89;83;20;15;16;67;0
;59;99;28;58;100;67;5;6;67;0
;66;66;89;173;100;50;2;2;50;0
;61;63;114;229;90;36;20;25;68;0
;66;66;11;19;100;40;5;5;100;0
;67;97;111;189;100;50;8;10;70;0
;68;54;48;175;83;28;27;29;100;0
;64;53;40;150;82;25;24;24;100;0
;77;19;76;131;44;17;23;24;100;0
;66;0;81;145;60;36;13;14;71;0
;68;42;62;154;85;22;16;18;94;0
;64;75;48;180;86;62;13;14;92;0
;77;10;86;157;100;67;2;3;67;0
;78;1;70;161;64;30;18;20;90;0
;70;62;58;310;88;12;16;17;100;0
;78;22;68;168;70;33;18;18;100;0
;73;1;50;99;57;20;18;21;100;0
;82;0;107;176;21;35;40;40;100;0
;82;9;54;177;75;42;25;26;96;0
;71;4;81;227;33;8;24;25;80;0
;79;0;11;21;50;50;1;2;100;0
;88;9;86;309;40;10;9;10;100;0
;70;67;81;389;93;26;64;66;98;0
;75;6;96;233;50;17;12;12;92;0
;81;7;82;368;32;19;51;52;100;0
;65;10;71;106;60;31;9;14;54;0
;68;38;68;144;83;15;24;28;85;0
;62;95;72;233;100;44;8;9;78;0
;72;22;78;206;81;29;33;34;97;0
;81;26;99;179;60;26;16;19;100;0
;68;57;38;60;67;17;11;12;83;0
;66;61;52;153;43;14;29;29;100;0
;65;99;28;38;100;40;5;5;100;0
;62;65;38;192;79;9;22;22;100;0
;70;92;50;55;100;50;2;2;100;0
;61;115;60;119;75;67;8;9;78;0
;71;53;102;295;67;27;20;22;91;0
;66;86;80;139;100;25;7;8;100;0
;57;48;47;81;100;64;13;15;79;0
;90;5;107;113;75;0;4;4;100;0
;73;39;105;169;57;14;20;21;95;0
;55;86;101;343;84;28;44;47;96;0
;59;85;38;168;94;38;21;21;100;0
;77;13;74;143;80;23;21;22;100;0
;70;24;72;149;67;55;24;29;93;0
;71;17;66;114;50;41;39;46;96;0
;75;8;167;416;88;33;7;10;89;0
;70;30;47;142;55;19;16;16;100;0
;58;19;151;353;56;30;42;44;95;0
;60;83;83;169;89;29;18;21;81;0
;80;26;52;149;83;63;16;16;100;0
;79;0;70;140;22;32;24;25;96;0
;66;46;72;138;100;25;4;8;50;0
;56;55;74;135;61;20;34;35;91;0
;63;17;88;320;36;29;13;14;79;0
;77;4;57;188;35;24;34;38;100;0
;72;49;52;85;50;18;10;11;100;0
;62;48;57;128;100;33;16;21;71;0
;61;70;95;358;85;39;31;33;91;0
;74;14;73;312;27;17;29;30;97;0
;61;0;59;114;40;63;3;8;25;0
;69;20;93;217;78;45;18;20;80;0
;51;87;65;106;100;56;13;18;78;0
;76;21;80;368;65;16;31;32;100;0
;79;1;102;198;43;40;9;10;90;0
;68;86;65;293;88;50;15;16;100;0
;63;56;90;218;89;26;13;19;74;0
;87;18;151;302;50;30;20;20;100;0
;66;29;66;144;33;2;39;41;88;0
;61;69;56;114;100;0;6;7;86;0
;73;8;69;184;43;23;13;13;85;0
;59;62;15;30;89;25;10;12;100;0
;86;18;118;294;44;19;16;16;100;0
;67;64;68;296;80;27;20;22;100;0
;57;96;30;74;91;44;14;16;94;0
;84;11;142;484;100;40;8;10;80;0
;58;71;113;231;78;18;16;17;76;0
;68;29;127;319;62;29;26;28;93;0
;74;47;121;331;53;28;52;54;100;0
;88;5;102;229;50;27;22;22;100;0
;66;33;40;136;64;9;20;22;100;0
;62;50;79;226;80;21;42;42;98;0
;64;9;35;92;53;23;21;24;91;0
;70;98;25;67;100;75;4;4;100;0
;65;103;10;12;100;50;2;2;100;0
